timestamp,http_code,time_total,result
2026-08-27T14:34:56.3NZ,200,0.003963,success
2026-08-27T14:34:56.3NZ,200,0.007543,success
2026-08-27T14:34:56.3NZ,200,0.008747,success
2026-08-27T14:34:56.3NZ,200,0.005893,success
2026-08-27T14:34:56.3NZ,200,0.005248,success
2026-08-27T14:34:56.3NZ,200,0.006794,success
2026-08-27T14:34:56.3NZ,200,0.007094,success
2026-08-27T14:34:57.3NZ,200,0.008142,success
2026-08-27T14:34:57.3NZ,200,0.017790,success
2026-08-27T14:34:57.3NZ,200,0.017162,success
2026-08-27T14:34:57.3NZ,200,0.005834,success
2026-08-27T14:34:57.3NZ,200,0.004014,success
2026-08-27T14:34:57.3NZ,200,0.006327,success
2026-08-27T14:34:58.3NZ,200,0.004428,success
2026-08-27T14:34:58.3NZ,200,0.005962,success
2026-08-27T14:34:58.3NZ,200,0.021515,success
2026-08-27T14:34:58.3NZ,200,0.009065,success
2026-08-27T14:34:58.3NZ,200,0.004630,success
2026-08-27T14:34:58.3NZ,200,0.005037,success
2026-08-27T14:34:58.3NZ,200,0.009551,success
2026-08-27T14:34:59.3NZ,200,0.011200,success
2026-08-27T14:34:59.3NZ,200,0.004492,success
2026-08-27T14:34:59.3NZ,200,0.008397,success
2026-08-27T14:34:59.3NZ,200,0.007219,success
2026-08-27T14:34:59.3NZ,200,0.036723,success
2026-08-27T14:34:59.3NZ,200,0.005370,success
2026-08-27T14:34:59.3NZ,200,0.004368,success
2026-08-27T14:35:00.3NZ,200,0.006337,success
2026-08-27T14:35:00.3NZ,200,0.004563,success
2026-08-27T14:35:00.3NZ,200,0.005640,success
2026-08-27T14:35:00.3NZ,200,0.005337,success
2026-08-27T14:35:00.3NZ,200,0.004755,success
2026-08-27T14:35:00.3NZ,200,0.005729,success
2026-08-27T14:35:00.3NZ,200,0.007574,success
2026-08-27T14:35:00.3NZ,200,0.011278,success
2026-08-27T14:35:01.3NZ,200,0.009361,success
2026-08-27T14:35:01.3NZ,200,0.010897,success
2026-08-27T14:35:01.3NZ,200,0.013312,success
2026-08-27T14:35:01.3NZ,200,0.005594,success
2026-08-27T14:35:01.3NZ,200,0.008087,success
2026-08-27T14:35:01.3NZ,200,0.004395,success
2026-08-27T14:35:02.3NZ,200,0.009175,success
2026-08-27T14:35:02.3NZ,200,0.008651,success
2026-08-27T14:35:02.3NZ,200,0.005852,success
2026-08-27T14:35:02.3NZ,200,0.011044,success
2026-08-27T14:35:02.3NZ,200,0.012329,success
2026-08-27T14:35:02.3NZ,200,0.007891,success
2026-08-27T14:35:02.3NZ,200,0.009004,success
2026-08-27T14:35:03.3NZ,200,0.007851,success
2026-08-27T14:35:03.3NZ,200,0.010415,success
2026-08-27T14:35:03.3NZ,200,0.010259,success
2026-08-27T14:35:03.3NZ,200,0.008560,success
2026-08-27T14:35:03.3NZ,200,0.009229,success
2026-08-27T14:35:03.3NZ,200,0.010112,success
2026-08-27T14:35:03.3NZ,200,0.012603,success
2026-08-27T14:35:04.3NZ,200,0.009607,success
2026-08-27T14:35:04.3NZ,200,0.015508,success
2026-08-27T14:35:04.3NZ,200,0.014741,success
2026-08-27T14:35:04.3NZ,200,0.013559,success
2026-08-27T14:35:04.3NZ,200,0.009570,success
2026-08-27T14:35:04.3NZ,200,0.009417,success
2026-08-27T14:35:05.3NZ,200,0.010246,success
2026-08-27T14:35:05.3NZ,200,0.009291,success
2026-08-27T14:35:05.3NZ,200,0.015964,success
2026-08-27T14:35:05.3NZ,200,0.013923,success
2026-08-27T14:35:05.3NZ,200,0.011416,success
2026-08-27T14:35:05.3NZ,200,0.006914,success
2026-08-27T14:35:05.3NZ,200,0.005209,success
2026-08-27T14:35:06.3NZ,200,0.008035,success
2026-08-27T14:35:06.3NZ,200,0.007268,success
2026-08-27T14:35:06.3NZ,200,0.005719,success
2026-08-27T14:35:06.3NZ,200,0.006816,success
2026-08-27T14:35:06.3NZ,200,0.010272,success
2026-08-27T14:35:06.3NZ,200,0.010740,success
2026-08-27T14:35:06.3NZ,200,0.006698,success
2026-08-27T14:35:07.3NZ,200,0.008330,success
2026-08-27T14:35:07.3NZ,200,0.005080,success
2026-08-27T14:35:07.3NZ,200,0.007502,success
2026-08-27T14:35:07.3NZ,200,0.005508,success
2026-08-27T14:35:07.3NZ,200,0.004661,success
2026-08-27T14:35:07.3NZ,200,0.004985,success
2026-08-27T14:35:07.3NZ,200,0.006103,success
2026-08-27T14:35:08.3NZ,200,0.004185,success
2026-08-27T14:35:08.3NZ,200,0.008974,success
2026-08-27T14:35:08.3NZ,200,0.015784,success
2026-08-27T14:35:08.3NZ,200,0.009043,success
2026-08-27T14:35:08.3NZ,200,0.007000,success
2026-08-27T14:35:08.3NZ,200,0.007183,success
2026-08-27T14:35:08.3NZ,200,0.007065,success
2026-08-27T14:35:09.3NZ,200,0.008268,success
2026-08-27T14:35:09.3NZ,200,0.010839,success
2026-08-27T14:35:09.3NZ,200,0.013269,success
2026-08-27T14:35:09.3NZ,200,0.007798,success
2026-08-27T14:35:09.3NZ,200,0.010152,success
2026-08-27T14:35:09.3NZ,200,0.004612,success
2026-08-27T14:35:09.3NZ,200,0.004177,success
2026-08-27T14:35:10.3NZ,200,0.005020,success
2026-08-27T14:35:10.3NZ,200,0.010046,success
2026-08-27T14:35:10.3NZ,200,0.007322,success
2026-08-27T14:35:10.3NZ,200,0.008081,success
2026-08-27T14:35:10.3NZ,200,0.005172,success
2026-08-27T14:35:10.3NZ,200,0.007777,success
2026-08-27T14:35:10.3NZ,200,0.011154,success
2026-08-27T14:35:11.3NZ,200,0.011967,success
2026-08-27T14:35:11.3NZ,200,0.010519,success
2026-08-27T14:35:11.3NZ,200,0.008551,success
2026-08-27T14:35:11.3NZ,200,0.006833,success
2026-08-27T14:35:11.3NZ,200,0.008884,success
2026-08-27T14:35:11.3NZ,200,0.008141,success
2026-08-27T14:35:11.3NZ,200,0.011383,success
2026-08-27T14:35:12.3NZ,200,0.006734,success
2026-08-27T14:35:12.3NZ,200,0.009497,success
2026-08-27T14:35:12.3NZ,200,0.014174,success
2026-08-27T14:35:12.3NZ,200,0.014427,success
2026-08-27T14:35:12.3NZ,200,0.009276,success
2026-08-27T14:35:12.3NZ,200,0.010481,success
2026-08-27T14:35:13.3NZ,200,0.010803,success
2026-08-27T14:35:13.3NZ,200,0.008726,success
2026-08-27T14:35:13.3NZ,200,0.012353,success
2026-08-27T14:35:13.3NZ,200,0.012918,success
2026-08-27T14:35:13.3NZ,200,0.008295,success
2026-08-27T14:35:13.3NZ,200,0.009405,success
2026-08-27T14:35:13.3NZ,200,0.005887,success
2026-08-27T14:35:14.3NZ,200,0.004834,success
2026-08-27T14:35:14.3NZ,200,0.004606,success
2026-08-27T14:35:14.3NZ,200,0.005180,success
2026-08-27T14:35:14.3NZ,200,0.011912,success
2026-08-27T14:35:14.3NZ,200,0.014078,success
2026-08-27T14:35:14.3NZ,200,0.010233,success
2026-08-27T14:35:14.3NZ,200,0.008198,success
2026-08-27T14:35:15.3NZ,200,0.008369,success
2026-08-27T14:35:15.3NZ,200,0.005772,success
2026-08-27T14:35:15.3NZ,200,0.008995,success
2026-08-27T14:35:15.3NZ,200,0.008121,success
2026-08-27T14:35:15.3NZ,200,0.008706,success
2026-08-27T14:35:15.3NZ,200,0.009915,success
2026-08-27T14:35:16.3NZ,200,0.005347,success
2026-08-27T14:35:16.3NZ,200,0.004658,success
2026-08-27T14:35:16.3NZ,200,0.004930,success
2026-08-27T14:35:16.3NZ,200,0.008356,success
2026-08-27T14:35:16.3NZ,200,0.007478,success
2026-08-27T14:35:16.3NZ,200,0.007400,success
2026-08-27T14:35:16.3NZ,200,0.008999,success
2026-08-27T14:35:17.3NZ,200,0.008761,success
2026-08-27T14:35:17.3NZ,200,0.003923,success
2026-08-27T14:35:17.3NZ,200,0.030327,success
2026-08-27T14:35:17.3NZ,200,0.005264,success
2026-08-27T14:35:17.3NZ,200,0.004781,success
